Date,Title,URL,Rating,Stock,Price,Category,Availability,UPC
2024-05-27,Most Wanted,https://books.toscrape.com/most-wanted_623/index.html,3,In stock,35.28,N/A,0,N/A
2024-05-27,"Love, Lies and Spies",https://books.toscrape.com/love-lies-and-spies_622/index.html,2,In stock,20.55,N/A,0,N/A
2024-05-27,How to Speak Golf,https://books.toscrape.com/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html,5,In stock,58.32,N/A,0,N/A
2024-05-27,Hide Away,https://books.toscrape.com/hide-away-eve-duncan-20_620/index.html,1,In stock,11.84,N/A,0,N/A
2024-05-27,Furiously Happy,https://books.toscrape.com/furiously-happy-a-funny-book-about-horrible-things_619/index.html,4,In stock,41.46,N/A,0,N/A
2024-05-27,Everyday Italian,https://books.toscrape.com/everyday-italian-125-simple-and-delicious-recipes_618/index.html,5,In stock,20.10,N/A,0,N/A
2024-05-27,Equal Is Unfair,https://books.toscrape.com/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html,1,In stock,56.86,N/A,0,N/A
2024-05-27,Eleanor & Park,https://books.toscrape.com/eleanor-park_616/index.html,5,In stock,56.51,N/A,0,N/A
2024-05-27,Dirty,https://books.toscrape.com/dirty-dive-bar-1_615/index.html,4,In stock,40.83,N/A,0,N/A
2024-05-27,Can You Keep a Secret?,https://books.toscrape.com/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,1,In stock,48.64,N/A,0,N/A
2024-05-27,Boar Island,https://books.toscrape.com/boar-island-anna-pigeon-19_613/index.html,3,In stock,59.48,N/A,0,N/A
2024-05-27,A Paris Apartment,https://books.toscrape.com/a-paris-apartment_612/index.html,4,In stock,39.01,N/A,0,N/A
2024-05-27,A la Mode,https://books.toscrape.com/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html,1,In stock,38.77,N/A,0,N/A
2024-05-27,Troublemaker,https://books.toscrape.com/troublemaker-surviving-hollywood-and-scientology_610/index.html,2,In stock,48.39,N/A,0,N/A
2024-05-27,The Widow,https://books.toscrape.com/the-widow_609/index.html,2,In stock,27.26,N/A,0,N/A
2024-05-27,The Sleep Revolution,https://books.toscrape.com/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html,4,In stock,11.68,N/A,0,N/A
2024-05-27,The Improbability of Love,https://books.toscrape.com/the-improbability-of-love_607/index.html,1,In stock,59.45,N/A,0,N/A
2024-05-27,The Art of Startup Fundraising,https://books.toscrape.com/the-art-of-startup-fundraising_606/index.html,3,In stock,21.00,N/A,0,N/A
2024-05-27,Take Me Home Tonight,https://books.toscrape.com/take-me-home-tonight-rock-star-romance-3_605/index.html,3,In stock,53.98,N/A,0,N/A
2024-05-27,Sleeping Giants,https://books.toscrape.com/sleeping-giants-themis-files-1_604/index.html,1,In stock,48.74,N/A,0,N/A
2024-05-27,Setting the World on Fire,https://books.toscrape.com/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html,2,In stock,21.15,N/A,0,N/A
2024-05-27,Playing with Fire,https://books.toscrape.com/playing-with-fire_602/index.html,3,In stock,13.71,N/A,0,N/A
2024-05-27,Off the Hook,https://books.toscrape.com/off-the-hook-fishing-for-trouble-1_601/index.html,3,In stock,47.67,N/A,0,N/A
2024-05-27,Mothering Sunday,https://books.toscrape.com/mothering-sunday_600/index.html,2,In stock,13.34,N/A,0,N/A
2024-05-27,"Mother, Can You Not?",https://books.toscrape.com/mother-can-you-not_599/index.html,5,In stock,16.89,N/A,0,N/A
2024-05-27,M Train,https://books.toscrape.com/m-train_598/index.html,1,In stock,27.18,N/A,0,N/A
2024-05-27,Lilac Girls,https://books.toscrape.com/lilac-girls_597/index.html,2,In stock,17.28,N/A,0,N/A
2024-05-27,Lies and Other Acts of Love,https://books.toscrape.com/lies-and-other-acts-of-love_596/index.html,1,In stock,45.14,N/A,0,N/A
2024-05-27,Lab Girl,https://books.toscrape.com/lab-girl_595/index.html,1,In stock,40.85,N/A,0,N/A
2024-05-27,Keep Me Posted,https://books.toscrape.com/keep-me-posted_594/index.html,4,In stock,20.46,N/A,0,N/A
2024-05-27,It Didn't Start with You,https://books.toscrape.com/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html,3,In stock,56.27,N/A,0,N/A
2024-05-27,Grey,https://books.toscrape.com/grey-fifty-shades-4_592/index.html,4,In stock,48.49,N/A,0,N/A
2024-05-27,"Exit, Pursued by a Bear",https://books.toscrape.com/exit-pursued-by-a-bear_591/index.html,4,In stock,51.34,N/A,0,N/A
2024-05-27,Daredevils,https://books.toscrape.com/daredevils_590/index.html,3,In stock,16.34,N/A,0,N/A
2024-05-27,Cravings,https://books.toscrape.com/cravings-recipes-for-what-you-want-to-eat_589/index.html,3,In stock,20.50,N/A,0,N/A
2024-05-27,Born for This,https://books.toscrape.com/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html,5,In stock,21.59,N/A,0,N/A
2024-05-27,Arena,https://books.toscrape.com/arena_587/index.html,4,In stock,21.36,N/A,0,N/A
2024-05-27,Adultery,https://books.toscrape.com/adultery_586/index.html,5,In stock,20.88,N/A,0,N/A
2024-05-27,A Mother's Reckoning,https://books.toscrape.com/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html,3,In stock,19.53,N/A,0,N/A
2024-05-27,A Gentleman's Position,https://books.toscrape.com/a-gentlemans-position-society-of-gentlemen-3_584/index.html,5,In stock,14.75,N/A,0,N/A
2024-05-27,11/22/63,https://books.toscrape.com/112263_583/index.html,3,In stock,48.48,N/A,0,N/A
2024-05-27,10% Happier,https://books.toscrape.com/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html,2,In stock,24.57,N/A,0,N/A
2024-05-27,10-Day Green Smoothie Cleanse,https://books.toscrape.com/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html,5,In stock,49.71,N/A,0,N/A
2024-05-27,Without Shame,https://books.toscrape.com/without-shame_580/index.html,5,In stock,48.27,N/A,0,N/A
2024-05-27,Watchmen,https://books.toscrape.com/watchmen_579/index.html,4,In stock,58.05,N/A,0,N/A
2024-05-27,Unlimited Intuition Now,https://books.toscrape.com/unlimited-intuition-now_578/index.html,4,In stock,58.87,N/A,0,N/A
2024-05-27,Underlying Notes,https://books.toscrape.com/underlying-notes_577/index.html,2,In stock,11.82,N/A,0,N/A
2024-05-27,The Shack,https://books.toscrape.com/the-shack_576/index.html,1,In stock,28.03,N/A,0,N/A
2024-05-27,The New Brand You,https://books.toscrape.com/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html,5,In stock,44.05,N/A,0,N/A
2024-05-27,The Moosewood Cookbook,https://books.toscrape.com/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html,4,In stock,12.34,N/A,0,N/A
2024-05-27,The Flowers Lied,https://books.toscrape.com/the-flowers-lied_573/index.html,2,In stock,16.68,N/A,0,N/A
2024-05-27,The Fabric of the Cosmos,https://books.toscrape.com/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html,1,In stock,55.91,N/A,0,N/A
2024-05-27,The Book of Mormon,https://books.toscrape.com/the-book-of-mormon_571/index.html,3,In stock,24.57,N/A,0,N/A
2024-05-27,The Art and Science of Low Carbohydrate Living,https://books.toscrape.com/the-art-and-science-of-low-carbohydrate-living_570/index.html,5,In stock,52.98,N/A,0,N/A
2024-05-27,The Alien Club,https://books.toscrape.com/the-alien-club_569/index.html,1,In stock,54.40,N/A,0,N/A
2024-05-27,Suzie Snowflake,https://books.toscrape.com/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html,5,In stock,54.81,N/A,0,N/A
2024-05-27,Nap-a-Roo,https://books.toscrape.com/nap-a-roo_567/index.html,1,In stock,25.08,N/A,0,N/A
2024-05-27,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",https://books.toscrape.com/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html,4,In stock,10.41,N/A,0,N/A
2024-05-27,Modern Day Fables,https://books.toscrape.com/modern-day-fables_565/index.html,2,In stock,47.44,N/A,0,N/A
2024-05-27,If I Gave You God's Phone Number....,https://books.toscrape.com/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html,1,In stock,20.91,N/A,0,N/A
2024-05-27,"Fruits Basket, Vol. 9",https://books.toscrape.com/fruits-basket-vol-9-fruits-basket-9_563/index.html,4,In stock,33.95,N/A,0,N/A
2024-05-27,Dress Your Family in Corduroy and Denim,https://books.toscrape.com/dress-your-family-in-corduroy-and-denim_562/index.html,3,In stock,43.68,N/A,0,N/A
2024-05-27,Don't Forget Steven,https://books.toscrape.com/dont-forget-steven_561/index.html,1,In stock,33.23,N/A,0,N/A
2024-05-27,Chernobyl 01,https://books.toscrape.com/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html,2,In stock,35.92,N/A,0,N/A
2024-05-27,Art and Fear,https://books.toscrape.com/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html,4,In stock,48.63,N/A,0,N/A
2024-05-27,A Shard of Ice,https://books.toscrape.com/a-shard-of-ice-the-black-symphony-saga-1_558/index.html,3,In stock,56.63,N/A,0,N/A
2024-05-27,A Hero's Curse,https://books.toscrape.com/a-heros-curse-the-unseen-chronicles-1_557/index.html,3,In stock,50.49,N/A,0,N/A
2024-05-27,23 Degrees South,https://books.toscrape.com/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html,2,In stock,35.79,N/A,0,N/A
2024-05-27,Zero to One,https://books.toscrape.com/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html,3,In stock,34.06,N/A,0,N/A
2024-05-27,Why Not Me?,https://books.toscrape.com/why-not-me_554/index.html,1,In stock,17.76,N/A,0,N/A
2024-05-27,When Breath Becomes Air,https://books.toscrape.com/when-breath-becomes-air_553/index.html,2,In stock,39.36,N/A,0,N/A
2024-05-27,Vagabonding,https://books.toscrape.com/vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html,2,In stock,36.94,N/A,0,N/A
2024-05-27,The Unlikely Pilgrimage of Harold Fry,https://books.toscrape.com/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html,5,In stock,43.62,N/A,0,N/A
2024-05-27,The New Drawing on the Right Side of the Brain,https://books.toscrape.com/the-new-drawing-on-the-right-side-of-the-brain_550/index.html,3,In stock,43.02,N/A,0,N/A
2024-05-27,The Midnight Assassin,https://books.toscrape.com/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html,4,In stock,28.45,N/A,0,N/A
2024-05-27,The Martian,https://books.toscrape.com/the-martian-the-martian-1_548/index.html,2,In stock,41.39,N/A,0,N/A
2024-05-27,The High Mountains of Portugal,https://books.toscrape.com/the-high-mountains-of-portugal_547/index.html,1,In stock,51.15,N/A,0,N/A
2024-05-27,The Grownup,https://books.toscrape.com/the-grownup_546/index.html,1,In stock,35.88,N/A,0,N/A
2024-05-27,The E-Myth Revisited,https://books.toscrape.com/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html,1,In stock,36.91,N/A,0,N/A
2024-05-27,South of Sunshine,https://books.toscrape.com/south-of-sunshine_544/index.html,1,In stock,28.93,N/A,0,N/A
2024-05-27,Smarter Faster Better,https://books.toscrape.com/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html,5,In stock,38.89,N/A,0,N/A
2024-05-27,Silence in the Dark,https://books.toscrape.com/silence-in-the-dark-logan-point-4_542/index.html,3,In stock,58.33,N/A,0,N/A
2024-05-27,Shadows of the Past,https://books.toscrape.com/shadows-of-the-past-logan-point-1_541/index.html,5,In stock,39.67,N/A,0,N/A
2024-05-27,Roller Girl,https://books.toscrape.com/roller-girl_540/index.html,5,In stock,14.10,N/A,0,N/A
2024-05-27,Rising Strong,https://books.toscrape.com/rising-strong_539/index.html,3,In stock,21.82,N/A,0,N/A
2024-05-27,Proofs of God,https://books.toscrape.com/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html,1,In stock,54.21,N/A,0,N/A
2024-05-27,Please Kill Me,https://books.toscrape.com/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html,4,In stock,31.19,N/A,0,N/A
2024-05-27,Out of Print,https://books.toscrape.com/out-of-print-city-lights-spotlight-no-14_536/index.html,5,In stock,53.64,N/A,0,N/A
2024-05-27,My Life Next Door,https://books.toscrape.com/my-life-next-door-my-life-next-door_535/index.html,5,In stock,36.39,N/A,0,N/A
2024-05-27,Miller's Valley,https://books.toscrape.com/millers-valley_534/index.html,2,In stock,58.54,N/A,0,N/A
2024-05-27,Man's Search for Meaning,https://books.toscrape.com/mans-search-for-meaning_533/index.html,3,In stock,29.48,N/A,0,N/A
2024-05-27,Love That Boy,https://books.toscrape.com/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html,2,In stock,25.06,N/A,0,N/A
2024-05-27,Living Forward,https://books.toscrape.com/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html,3,In stock,12.55,N/A,0,N/A
2024-05-27,Les Fleurs du Mal,https://books.toscrape.com/les-fleurs-du-mal_530/index.html,5,In stock,29.04,N/A,0,N/A
2024-05-27,Left Behind,https://books.toscrape.com/left-behind-left-behind-1_529/index.html,2,In stock,40.72,N/A,0,N/A
2024-05-27,Kill 'Em and Leave,https://books.toscrape.com/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html,5,In stock,45.05,N/A,0,N/A
2024-05-27,Kierkegaard,https://books.toscrape.com/kierkegaard-a-christian-missionary-to-christians_527/index.html,1,In stock,47.13,N/A,0,N/A
2024-05-27,John Vassos,https://books.toscrape.com/john-vassos-industrial-design-for-modern-life_526/index.html,4,In stock,20.22,N/A,0,N/A
2024-05-27,I'll Give You the Sun,https://books.toscrape.com/ill-give-you-the-sun_525/index.html,1,In stock,56.48,N/A,0,N/A
2024-05-27,I Will Find You,https://books.toscrape.com/i-will-find-you_524/index.html,1,In stock,44.21,N/A,0,N/A
2024-05-27,Hystopia,https://books.toscrape.com/hystopia-a-novel_523/index.html,4,In stock,21.96,N/A,0,N/A
2024-05-27,Howl and Other Poems,https://books.toscrape.com/howl-and-other-poems_522/index.html,2,In stock,40.45,N/A,0,N/A
2024-05-27,History of Beauty,https://books.toscrape.com/history-of-beauty_521/index.html,4,In stock,10.29,N/A,0,N/A
2024-05-27,Heaven is for Real,https://books.toscrape.com/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html,2,In stock,52.86,N/A,0,N/A
2024-05-27,Future Shock,https://books.toscrape.com/future-shock-future-shock-1_519/index.html,5,In stock,55.65,N/A,0,N/A
2024-05-27,Ender's Game,https://books.toscrape.com/enders-game-the-ender-quintet-1_518/index.html,1,In stock,43.64,N/A,0,N/A
2024-05-27,Diary of a Citizen Scientist,https://books.toscrape.com/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html,1,In stock,28.41,N/A,0,N/A
2024-05-27,Death by Leisure,https://books.toscrape.com/death-by-leisure-a-cautionary-tale_516/index.html,4,In stock,37.51,N/A,0,N/A
2024-05-27,Brilliant Beacons,https://books.toscrape.com/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html,3,In stock,11.45,N/A,0,N/A
2024-05-27,Brazen,https://books.toscrape.com/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html,2,In stock,19.22,N/A,0,N/A
2024-05-27,Between the World and Me,https://books.toscrape.com/between-the-world-and-me_513/index.html,4,In stock,56.91,N/A,0,N/A
2024-05-27,Being Mortal,https://books.toscrape.com/being-mortal-medicine-and-what-matters-in-the-end_512/index.html,4,In stock,55.06,N/A,0,N/A
2024-05-27,A Murder Over a Girl,https://books.toscrape.com/a-murder-over-a-girl-justice-gender-junior-high_511/index.html,3,In stock,13.20,N/A,0,N/A
2024-05-27,32 Yolks,https://books.toscrape.com/32-yolks_510/index.html,2,In stock,53.63,N/A,0,N/A
2024-05-27,"""Most Blessed of the Patriarchs""",https://books.toscrape.com/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html,5,In stock,44.48,N/A,0,N/A
2024-05-27,You Are a Badass,https://books.toscrape.com/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html,3,In stock,12.08,N/A,0,N/A
2024-05-27,Wildlife of New York,https://books.toscrape.com/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html,2,In stock,22.14,N/A,0,N/A
2024-05-27,What Happened on Beale Street,https://books.toscrape.com/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html,5,In stock,25.37,N/A,0,N/A
2024-05-27,Unreasonable Hope,https://books.toscrape.com/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html,2,In stock,46.33,N/A,0,N/A
2024-05-27,Under the Tuscan Sun,https://books.toscrape.com/under-the-tuscan-sun_504/index.html,3,In stock,37.33,N/A,0,N/A
2024-05-27,Toddlers Are A**holes,https://books.toscrape.com/toddlers-are-aholes-its-not-your-fault_503/index.html,1,In stock,25.55,N/A,0,N/A
2024-05-27,The Year of Living Biblically,https://books.toscrape.com/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html,1,In stock,34.72,N/A,0,N/A
2024-05-27,The Whale,https://books.toscrape.com/the-whale_501/index.html,4,In stock,35.96,N/A,0,N/A
2024-05-27,The Story of Art,https://books.toscrape.com/the-story-of-art_500/index.html,4,In stock,41.14,N/A,0,N/A
2024-05-27,The Origin of Species,https://books.toscrape.com/the-origin-of-species_499/index.html,4,In stock,10.01,N/A,0,N/A
2024-05-27,The Great Gatsby,https://books.toscrape.com/the-great-gatsby_498/index.html,4,In stock,36.05,N/A,0,N/A
2024-05-27,The Good Girl,https://books.toscrape.com/the-good-girl_497/index.html,3,In stock,49.03,N/A,0,N/A
2024-05-27,The Glass Castle,https://books.toscrape.com/the-glass-castle_496/index.html,1,In stock,16.24,N/A,0,N/A
2024-05-27,The Faith of Christopher Hitchens,https://books.toscrape.com/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,1,In stock,39.55,N/A,0,N/A
2024-05-27,The Drowning Girls,https://books.toscrape.com/the-drowning-girls_494/index.html,3,In stock,35.67,N/A,0,N/A
2024-05-27,The Constant Princess,https://books.toscrape.com/the-constant-princess-the-tudor-court-1_493/index.html,3,In stock,16.62,N/A,0,N/A
2024-05-27,The Bourne Identity,https://books.toscrape.com/the-bourne-identity-jason-bourne-1_492/index.html,4,In stock,42.78,N/A,0,N/A
2024-05-27,The Bachelor Girl's Guide to Murder,https://books.toscrape.com/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html,5,In stock,52.30,N/A,0,N/A
2024-05-27,The Art Book,https://books.toscrape.com/the-art-book_490/index.html,2,In stock,32.34,N/A,0,N/A
2024-05-27,The 7 Habits of Highly Effective People,https://books.toscrape.com/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html,4,In stock,33.17,N/A,0,N/A
2024-05-27,Team of Rivals,https://books.toscrape.com/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html,5,In stock,20.12,N/A,0,N/A
2024-05-27,Steal Like an Artist,https://books.toscrape.com/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html,2,In stock,20.90,N/A,0,N/A
2024-05-27,"Sit, Stay, Love",https://books.toscrape.com/sit-stay-love_486/index.html,3,In stock,20.90,N/A,0,N/A
2024-05-27,Sister Dear,https://books.toscrape.com/sister-dear_485/index.html,4,In stock,40.20,N/A,0,N/A
2024-05-27,Shrunken Treasures,https://books.toscrape.com/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,3,In stock,52.87,N/A,0,N/A
2024-05-27,"Rich Dad, Poor Dad",https://books.toscrape.com/rich-dad-poor-dad_483/index.html,1,In stock,51.74,N/A,0,N/A
2024-05-27,Raymie Nightingale,https://books.toscrape.com/raymie-nightingale_482/index.html,2,In stock,34.41,N/A,0,N/A
2024-05-27,Playing from the Heart,https://books.toscrape.com/playing-from-the-heart_481/index.html,1,In stock,32.38,N/A,0,N/A
2024-05-27,Nightstruck,https://books.toscrape.com/nightstruck-a-novel_480/index.html,4,In stock,50.35,N/A,0,N/A
2024-05-27,Naturally Lean,https://books.toscrape.com/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,5,In stock,11.38,N/A,0,N/A
2024-05-27,Meternity,https://books.toscrape.com/meternity_478/index.html,3,In stock,43.58,N/A,0,N/A
2024-05-27,Memoirs of a Geisha,https://books.toscrape.com/memoirs-of-a-geisha_477/index.html,3,In stock,49.67,N/A,0,N/A
2024-05-27,Like Never Before,https://books.toscrape.com/like-never-before-walker-family-2_476/index.html,2,In stock,28.77,N/A,0,N/A
2024-05-27,Life of Pi,https://books.toscrape.com/life-of-pi_475/index.html,4,In stock,13.22,N/A,0,N/A
2024-05-27,Leave This Song Behind,https://books.toscrape.com/leave-this-song-behind-teen-poetry-at-its-best_474/index.html,5,In stock,51.17,N/A,0,N/A
2024-05-27,King's Folly,https://books.toscrape.com/kings-folly-the-kinsman-chronicles-1_473/index.html,5,In stock,39.61,N/A,0,N/A
2024-05-27,John Adams,https://books.toscrape.com/john-adams_472/index.html,4,In stock,57.43,N/A,0,N/A
2024-05-27,How to Cook Everything Vegetarian,https://books.toscrape.com/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html,4,In stock,46.01,N/A,0,N/A
2024-05-27,How to Be a Domestic Goddess,https://books.toscrape.com/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html,2,In stock,28.25,N/A,0,N/A
2024-05-27,Good in Bed,https://books.toscrape.com/good-in-bed-cannie-shapiro-1_469/index.html,5,In stock,37.05,N/A,0,N/A
2024-05-27,"Fruits Basket, Vol. 7",https://books.toscrape.com/fruits-basket-vol-7-fruits-basket-7_468/index.html,1,In stock,19.57,N/A,0,N/A
2024-05-27,For the Love,https://books.toscrape.com/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,3,In stock,45.13,N/A,0,N/A
2024-05-27,Finding God in the Ruins,https://books.toscrape.com/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html,2,In stock,46.64,N/A,0,N/A
2024-05-27,Every Heart a Doorway,https://books.toscrape.com/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html,5,In stock,12.16,N/A,0,N/A
2024-05-27,Delivering the Truth,https://books.toscrape.com/delivering-the-truth-quaker-midwife-mystery-1_464/index.html,4,In stock,20.89,N/A,0,N/A
2024-05-27,Counted With the Stars,https://books.toscrape.com/counted-with-the-stars-out-from-egypt-1_463/index.html,5,In stock,17.97,N/A,0,N/A
2024-05-27,"Chronicles, Vol. 1",https://books.toscrape.com/chronicles-vol-1_462/index.html,2,In stock,52.60,N/A,0,N/A
2024-05-27,Blue Like Jazz,https://books.toscrape.com/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html,1,In stock,25.77,N/A,0,N/A
2024-05-27,Benjamin Franklin,https://books.toscrape.com/benjamin-franklin-an-american-life_460/index.html,3,In stock,48.19,N/A,0,N/A
2024-05-27,At The Existentialist Caf̩,https://books.toscrape.com/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html,5,In stock,29.93,N/A,0,N/A
2024-05-27,A Summer In Europe,https://books.toscrape.com/a-summer-in-europe_458/index.html,2,In stock,44.34,N/A,0,N/A
2024-05-27,A Short History of Nearly Everything,https://books.toscrape.com/a-short-history-of-nearly-everything_457/index.html,5,In stock,52.40,N/A,0,N/A
2024-05-27,A Gathering of Shadows,https://books.toscrape.com/a-gathering-of-shadows-shades-of-magic-2_456/index.html,4,In stock,44.81,N/A,0,N/A
2024-05-27,The Sound Of Love,https://books.toscrape.com/the-sound-of-love_455/index.html,5,In stock,57.84,N/A,0,N/A
2024-05-27,The Rise and Fall of the Third Reich,https://books.toscrape.com/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html,2,In stock,39.67,N/A,0,N/A
2024-05-27,The Perks of Being a Wallflower,https://books.toscrape.com/the-perks-of-being-a-wallflower_453/index.html,3,In stock,55.02,N/A,0,N/A
2024-05-27,The Mysterious Affair at Styles,https://books.toscrape.com/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html,4,In stock,24.80,N/A,0,N/A
2024-05-27,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,https://books.toscrape.com/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html,4,In stock,59.45,N/A,0,N/A
2024-05-27,The Makings of a Fatherless Child,https://books.toscrape.com/the-makings-of-a-fatherless-child_450/index.html,2,In stock,31.58,N/A,0,N/A
2024-05-27,The Joy of Cooking,https://books.toscrape.com/the-joy-of-cooking_449/index.html,4,In stock,43.27,N/A,0,N/A
2024-05-27,The Invention of Wings,https://books.toscrape.com/the-invention-of-wings_448/index.html,1,In stock,37.34,N/A,0,N/A
2024-05-27,The Hobbit,https://books.toscrape.com/the-hobbit-middle-earth-universe_447/index.html,5,In stock,17.80,N/A,0,N/A
2024-05-27,The Great Railway Bazaar,https://books.toscrape.com/the-great-railway-bazaar_446/index.html,1,In stock,30.54,N/A,0,N/A
2024-05-27,The Golden Compass,https://books.toscrape.com/the-golden-compass-his-dark-materials-1_445/index.html,1,In stock,18.77,N/A,0,N/A
2024-05-27,The God Delusion,https://books.toscrape.com/the-god-delusion_444/index.html,3,In stock,46.85,N/A,0,N/A
2024-05-27,The Girl You Left Behind,https://books.toscrape.com/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html,1,In stock,15.79,N/A,0,N/A
2024-05-27,The Fellowship of the Ring,https://books.toscrape.com/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html,2,In stock,10.27,N/A,0,N/A
2024-05-27,The Collected Poems of W.B. Yeats,https://books.toscrape.com/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html,5,In stock,15.42,N/A,0,N/A
2024-05-27,The Barefoot Contessa Cookbook,https://books.toscrape.com/the-barefoot-contessa-cookbook_440/index.html,5,In stock,59.92,N/A,0,N/A
2024-05-27,Tell the Wolves I'm Home,https://books.toscrape.com/tell-the-wolves-im-home_439/index.html,2,In stock,50.96,N/A,0,N/A
2024-05-27,Ship Leaves Harbor,https://books.toscrape.com/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html,3,In stock,30.60,N/A,0,N/A
2024-05-27,Pride and Prejudice,https://books.toscrape.com/pride-and-prejudice_437/index.html,4,In stock,19.27,N/A,0,N/A
2024-05-27,Musicophilia,https://books.toscrape.com/musicophilia-tales-of-music-and-the-brain_436/index.html,1,In stock,46.58,N/A,0,N/A
2024-05-27,Mere Christianity,https://books.toscrape.com/mere-christianity_435/index.html,3,In stock,48.51,N/A,0,N/A
2024-05-27,Me Before You,https://books.toscrape.com/me-before-you-me-before-you-1_434/index.html,1,In stock,19.02,N/A,0,N/A
